,path,emotion
327,speech_emotion/data/training\Actor_16\16_02_02_02_kids-talking_sad.wav,sad
328,speech_emotion/data/training\Actor_17\03-02-04-01-01-01-17_sad.wav,sad
329,speech_emotion/data/training\Actor_17\03-02-04-01-01-02-17_sad.wav,sad
330,speech_emotion/data/training\Actor_17\03-02-04-01-02-01-17_sad.wav,sad
331,speech_emotion/data/training\Actor_17\03-02-04-01-02-02-17_sad.wav,sad
332,speech_emotion/data/training\Actor_17\03-02-04-02-01-01-17_sad.wav,sad
333,speech_emotion/data/training\Actor_17\03-02-04-02-01-02-17_sad.wav,sad
334,speech_emotion/data/training\Actor_17\03-02-04-02-02-01-17_sad.wav,sad
335,speech_emotion/data/training\Actor_17\03-02-04-02-02-02-17_sad.wav,sad
336,speech_emotion/data/training\Actor_17\17_02_01_01_dogs-sitting_sad.wav,sad
337,speech_emotion/data/training\Actor_17\17_02_01_01_kids-talking_sad.wav,sad
338,speech_emotion/data/training\Actor_17\17_02_01_02_dogs-sitting_sad.wav,sad
339,speech_emotion/data/training\Actor_17\17_02_01_02_kids-talking_sad.wav,sad
340,speech_emotion/data/training\Actor_17\17_02_02_01_dogs-sitting_sad.wav,sad
341,speech_emotion/data/training\Actor_17\17_02_02_01_kids-talking_sad.wav,sad
342,speech_emotion/data/training\Actor_17\17_02_02_02_dogs-sitting_sad.wav,sad
343,speech_emotion/data/training\Actor_17\17_02_02_02_kids-talking_sad.wav,sad
344,speech_emotion/data/training\Actor_18\18_01_01_01_dogs-sitting_sad.wav,sad
345,speech_emotion/data/training\Actor_18\18_01_01_01_kids-talking_sad.wav,sad
346,speech_emotion/data/training\Actor_18\18_01_01_02_dogs-sitting_sad.wav,sad
347,speech_emotion/data/training\Actor_18\18_01_01_02_kids-talking_sad.wav,sad
348,speech_emotion/data/training\Actor_18\18_01_02_01_dogs-sitting_sad.wav,sad
349,speech_emotion/data/training\Actor_18\18_01_02_01_kids-talking_sad.wav,sad
350,speech_emotion/data/training\Actor_18\18_01_02_02_dogs-sitting_sad.wav,sad
351,speech_emotion/data/training\Actor_18\18_01_02_02_kids-talking_sad.wav,sad
352,speech_emotion/data/training\Actor_19\03-02-04-01-01-01-19_sad.wav,sad
353,speech_emotion/data/training\Actor_19\03-02-04-01-01-02-19_sad.wav,sad
354,speech_emotion/data/training\Actor_19\03-02-04-01-02-01-19_sad.wav,sad
355,speech_emotion/data/training\Actor_19\03-02-04-01-02-02-19_sad.wav,sad
356,speech_emotion/data/training\Actor_19\03-02-04-02-01-01-19_sad.wav,sad
357,speech_emotion/data/training\Actor_19\03-02-04-02-01-02-19_sad.wav,sad
358,speech_emotion/data/training\Actor_19\03-02-04-02-02-01-19_sad.wav,sad
359,speech_emotion/data/training\Actor_19\03-02-04-02-02-02-19_sad.wav,sad
360,speech_emotion/data/training\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
361,speech_emotion/data/training\Actor_19\19_01_01_01_kids-talking_sad.wav,sad
362,speech_emotion/data/training\Actor_19\19_01_01_02_dogs-sitting_sad.wav,sad
363,speech_emotion/data/training\Actor_19\19_01_01_02_kids-talking_sad.wav,sad
364,speech_emotion/data/training\Actor_19\19_01_02_01_dogs-sitting_sad.wav,sad
365,speech_emotion/data/training\Actor_19\19_01_02_01_kids-talking_sad.wav,sad
366,speech_emotion/data/training\Actor_19\19_01_02_02_dogs-sitting_sad.wav,sad
367,speech_emotion/data/training\Actor_19\19_01_02_02_kids-talking_sad.wav,sad
368,speech_emotion/data/training\Actor_19\19_02_01_01_dogs-sitting_sad.wav,sad
369,speech_emotion/data/training\Actor_19\19_02_01_01_kids-talking_sad.wav,sad
370,speech_emotion/data/training\Actor_19\19_02_01_02_dogs-sitting_sad.wav,sad
371,speech_emotion/data/training\Actor_19\19_02_01_02_kids-talking_sad.wav,sad
372,speech_emotion/data/training\Actor_19\19_02_02_01_dogs-sitting_sad.wav,sad
373,speech_emotion/data/training\Actor_19\19_02_02_01_kids-talking_sad.wav,sad
374,speech_emotion/data/training\Actor_19\19_02_02_02_dogs-sitting_sad.wav,sad
375,speech_emotion/data/training\Actor_19\19_02_02_02_kids-talking_sad.wav,sad
376,speech_emotion/data/training\Actor_20\03-02-04-01-01-01-20_sad.wav,sad
377,speech_emotion/data/training\Actor_20\03-02-04-01-01-02-20_sad.wav,sad
378,speech_emotion/data/training\Actor_20\03-02-04-01-02-01-20_sad.wav,sad
379,speech_emotion/data/training\Actor_20\03-02-04-01-02-02-20_sad.wav,sad
380,speech_emotion/data/training\Actor_20\03-02-04-02-01-01-20_sad.wav,sad
381,speech_emotion/data/training\Actor_20\03-02-04-02-01-02-20_sad.wav,sad
382,speech_emotion/data/training\Actor_20\03-02-04-02-02-01-20_sad.wav,sad
383,speech_emotion/data/training\Actor_20\03-02-04-02-02-02-20_sad.wav,sad
384,speech_emotion/data/training\Actor_20\20_01_01_01_dogs-sitting_sad.wav,sad
385,speech_emotion/data/training\Actor_20\20_01_01_01_kids-talking_sad.wav,sad
386,speech_emotion/data/training\Actor_20\20_01_01_02_dogs-sitting_sad.wav,sad
387,speech_emotion/data/training\Actor_20\20_01_01_02_kids-talking_sad.wav,sad
388,speech_emotion/data/training\Actor_20\20_01_02_01_dogs-sitting_sad.wav,sad
389,speech_emotion/data/training\Actor_20\20_01_02_01_kids-talking_sad.wav,sad
390,speech_emotion/data/training\Actor_20\20_01_02_02_dogs-sitting_sad.wav,sad
391,speech_emotion/data/training\Actor_20\20_01_02_02_kids-talking_sad.wav,sad
392,speech_emotion/data/training\Actor_21\03-02-04-01-01-01-21_sad.wav,sad
393,speech_emotion/data/training\Actor_21\03-02-04-01-01-02-21_sad.wav,sad
394,speech_emotion/data/training\Actor_21\03-02-04-01-02-01-21_sad.wav,sad
395,speech_emotion/data/training\Actor_21\03-02-04-01-02-02-21_sad.wav,sad
396,speech_emotion/data/training\Actor_21\03-02-04-02-01-01-21_sad.wav,sad
397,speech_emotion/data/training\Actor_21\03-02-04-02-01-02-21_sad.wav,sad
398,speech_emotion/data/training\Actor_21\03-02-04-02-02-01-21_sad.wav,sad
399,speech_emotion/data/training\Actor_21\03-02-04-02-02-02-21_sad.wav,sad
400,speech_emotion/data/training\Actor_21\21_01_01_01_dogs-sitting_sad.wav,sad
401,speech_emotion/data/training\Actor_21\21_01_01_01_kids-talking_sad.wav,sad
402,speech_emotion/data/training\Actor_21\21_01_01_02_dogs-sitting_sad.wav,sad
403,speech_emotion/data/training\Actor_21\21_01_01_02_kids-talking_sad.wav,sad
404,speech_emotion/data/training\Actor_21\21_01_02_01_dogs-sitting_sad.wav,sad
405,speech_emotion/data/training\Actor_21\21_01_02_01_kids-talking_sad.wav,sad
406,speech_emotion/data/training\Actor_21\21_01_02_02_dogs-sitting_sad.wav,sad
407,speech_emotion/data/training\Actor_21\21_01_02_02_kids-talking_sad.wav,sad
408,speech_emotion/data/training\Actor_22\03-02-04-01-01-01-22_sad.wav,sad
409,speech_emotion/data/training\Actor_22\03-02-04-01-01-02-22_sad.wav,sad
410,speech_emotion/data/training\Actor_22\03-02-04-01-02-01-22_sad.wav,sad
411,speech_emotion/data/training\Actor_22\03-02-04-01-02-02-22_sad.wav,sad
412,speech_emotion/data/training\Actor_22\03-02-04-02-01-01-22_sad.wav,sad
413,speech_emotion/data/training\Actor_22\03-02-04-02-01-02-22_sad.wav,sad
414,speech_emotion/data/training\Actor_22\03-02-04-02-02-01-22_sad.wav,sad
415,speech_emotion/data/training\Actor_22\03-02-04-02-02-02-22_sad.wav,sad
416,speech_emotion/data/training\Actor_22\22_01_01_01_dogs-sitting_sad.wav,sad
417,speech_emotion/data/training\Actor_22\22_01_01_01_kids-talking_sad.wav,sad
418,speech_emotion/data/training\Actor_22\22_01_01_02_dogs-sitting_sad.wav,sad
419,speech_emotion/data/training\Actor_22\22_01_01_02_kids-talking_sad.wav,sad
420,speech_emotion/data/training\Actor_22\22_01_02_01_dogs-sitting_sad.wav,sad
421,speech_emotion/data/training\Actor_22\22_01_02_01_kids-talking_sad.wav,sad
422,speech_emotion/data/training\Actor_22\22_01_02_02_dogs-sitting_sad.wav,sad
423,speech_emotion/data/training\Actor_22\22_01_02_02_kids-talking_sad.wav,sad
424,speech_emotion/data/training\Actor_23\03-02-04-01-01-01-23_sad.wav,sad
425,speech_emotion/data/training\Actor_23\03-02-04-01-01-02-23_sad.wav,sad
426,speech_emotion/data/training\Actor_23\03-02-04-01-02-01-23_sad.wav,sad
427,speech_emotion/data/training\Actor_23\03-02-04-01-02-02-23_sad.wav,sad
428,speech_emotion/data/training\Actor_23\03-02-04-02-01-01-23_sad.wav,sad
429,speech_emotion/data/training\Actor_23\03-02-04-02-01-02-23_sad.wav,sad
430,speech_emotion/data/training\Actor_23\03-02-04-02-02-01-23_sad.wav,sad
431,speech_emotion/data/training\Actor_23\03-02-04-02-02-02-23_sad.wav,sad
432,speech_emotion/data/training\Actor_23\23_01_01_01_dogs-sitting_sad.wav,sad
433,speech_emotion/data/training\Actor_23\23_01_01_01_kids-talking_sad.wav,sad
434,speech_emotion/data/training\Actor_23\23_01_01_02_dogs-sitting_sad.wav,sad
435,speech_emotion/data/training\Actor_23\23_01_01_02_kids-talking_sad.wav,sad
436,speech_emotion/data/training\Actor_23\23_01_02_01_dogs-sitting_sad.wav,sad
437,speech_emotion/data/training\Actor_23\23_01_02_01_kids-talking_sad.wav,sad
438,speech_emotion/data/training\Actor_23\23_01_02_02_dogs-sitting_sad.wav,sad
439,speech_emotion/data/training\Actor_23\23_01_02_02_kids-talking_sad.wav,sad
440,speech_emotion/data/training\Actor_24\03-02-04-01-01-01-24_sad.wav,sad
441,speech_emotion/data/training\Actor_24\03-02-04-01-01-02-24_sad.wav,sad
442,speech_emotion/data/training\Actor_24\03-02-04-01-02-01-24_sad.wav,sad
443,speech_emotion/data/training\Actor_24\03-02-04-01-02-02-24_sad.wav,sad
444,speech_emotion/data/training\Actor_24\03-02-04-02-01-01-24_sad.wav,sad
445,speech_emotion/data/training\Actor_24\03-02-04-02-01-02-24_sad.wav,sad
446,speech_emotion/data/training\Actor_24\03-02-04-02-02-01-24_sad.wav,sad
447,speech_emotion/data/training\Actor_24\03-02-04-02-02-02-24_sad.wav,sad
448,speech_emotion/data/training\Actor_24\24_01_01_01_dogs-sitting_sad.wav,sad
449,speech_emotion/data/training\Actor_24\24_01_01_01_kids-talking_sad.wav,sad
450,speech_emotion/data/training\Actor_24\24_01_01_02_dogs-sitting_sad.wav,sad
451,speech_emotion/data/training\Actor_24\24_01_01_02_kids-talking_sad.wav,sad
452,speech_emotion/data/training\Actor_24\24_01_02_01_dogs-sitting_sad.wav,sad
453,speech_emotion/data/training\Actor_24\24_01_02_01_kids-talking_sad.wav,sad
454,speech_emotion/data/training\Actor_24\24_01_02_02_dogs-sitting_sad.wav,sad
455,speech_emotion/data/training\Actor_24\24_01_02_02_kids-talking_sad.wav,sad
456,speech_emotion/data/training\Actor_24\24_02_01_01_dogs-sitting_sad.wav,sad
457,speech_emotion/data/training\Actor_24\24_02_01_01_kids-talking_sad.wav,sad
458,speech_emotion/data/training\Actor_24\24_02_01_02_dogs-sitting_sad.wav,sad
459,speech_emotion/data/training\Actor_24\24_02_01_02_kids-talking_sad.wav,sad
460,speech_emotion/data/training\Actor_24\24_02_02_01_dogs-sitting_sad.wav,sad
461,speech_emotion/data/training\Actor_24\24_02_02_01_kids-talking_sad.wav,sad
462,speech_emotion/data/training\Actor_24\24_02_02_02_dogs-sitting_sad.wav,sad
463,speech_emotion/data/training\Actor_24\24_02_02_02_kids-talking_sad.wav,sad
464,speech_emotion/data/training\Actor_25\25_01_01_01_far_sad.wav,sad
465,speech_emotion/data/training\Actor_25\25_01_01_01_fat_sad.wav,sad
466,speech_emotion/data/training\Actor_25\25_01_01_01_fit_sad.wav,sad
467,speech_emotion/data/training\Actor_25\25_01_01_01_five_sad.wav,sad
468,speech_emotion/data/training\Actor_25\25_01_01_01_food_sad.wav,sad
469,speech_emotion/data/training\Actor_25\25_01_01_01_gap_sad.wav,sad
470,speech_emotion/data/training\Actor_25\25_01_01_01_gas_sad.wav,sad
471,speech_emotion/data/training\Actor_25\25_01_01_01_gaze_sad.wav,sad
472,speech_emotion/data/training\Actor_25\25_01_01_01_germ_sad.wav,sad
473,speech_emotion/data/training\Actor_25\25_01_01_01_get_sad.wav,sad
474,speech_emotion/data/training\Actor_25\25_01_01_01_gin_sad.wav,sad
475,speech_emotion/data/training\Actor_25\25_01_01_01_goal_sad.wav,sad
476,speech_emotion/data/training\Actor_25\25_01_01_01_good_sad.wav,sad
477,speech_emotion/data/training\Actor_25\25_01_01_01_goose_sad.wav,sad
478,speech_emotion/data/training\Actor_25\25_01_01_01_gun_sad.wav,sad
479,speech_emotion/data/training\Actor_25\25_01_01_01_half_sad.wav,sad
480,speech_emotion/data/training\Actor_25\25_01_01_01_hall_sad.wav,sad
481,speech_emotion/data/training\Actor_25\25_01_01_01_hash_sad.wav,sad
482,speech_emotion/data/training\Actor_25\25_01_01_01_hate_sad.wav,sad
483,speech_emotion/data/training\Actor_25\25_01_01_01_have_sad.wav,sad
484,speech_emotion/data/training\Actor_25\25_01_01_01_haze_sad.wav,sad
485,speech_emotion/data/training\Actor_25\25_01_01_01_hire_sad.wav,sad
486,speech_emotion/data/training\Actor_25\25_01_01_01_hit_sad.wav,sad
487,speech_emotion/data/training\Actor_25\25_01_01_01_hole_sad.wav,sad
488,speech_emotion/data/training\Actor_25\25_01_01_01_home_sad.wav,sad
489,speech_emotion/data/training\Actor_25\25_01_01_01_hurl_sad.wav,sad
490,speech_emotion/data/training\Actor_25\25_01_01_01_hush_sad.wav,sad
491,speech_emotion/data/training\Actor_25\25_01_01_01_jail_sad.wav,sad
492,speech_emotion/data/training\Actor_25\25_01_01_01_jar_sad.wav,sad
493,speech_emotion/data/training\Actor_25\25_01_01_01_join_sad.wav,sad
494,speech_emotion/data/training\Actor_25\25_01_01_01_judge_sad.wav,sad
495,speech_emotion/data/training\Actor_25\25_01_01_01_jug_sad.wav,sad
496,speech_emotion/data/training\Actor_25\25_01_01_01_juice_sad.wav,sad
497,speech_emotion/data/training\Actor_25\25_01_01_01_keen_sad.wav,sad
498,speech_emotion/data/training\Actor_25\25_01_01_01_keep_sad.wav,sad
499,speech_emotion/data/training\Actor_25\25_01_01_01_keg_sad.wav,sad
500,speech_emotion/data/training\Actor_25\25_01_01_01_kick_sad.wav,sad
501,speech_emotion/data/training\Actor_25\25_01_01_01_kill_sad.wav,sad
502,speech_emotion/data/training\Actor_25\25_01_01_01_king_sad.wav,sad
503,speech_emotion/data/training\Actor_25\25_01_01_01_kite_sad.wav,sad
504,speech_emotion/data/training\Actor_25\25_01_01_01_knock_sad.wav,sad
505,speech_emotion/data/training\Actor_25\25_01_01_01_late_sad.wav,sad
506,speech_emotion/data/training\Actor_25\25_01_01_01_laud_sad.wav,sad
507,speech_emotion/data/training\Actor_25\25_01_01_01_lean_sad.wav,sad
508,speech_emotion/data/training\Actor_25\25_01_01_01_learn_sad.wav,sad
509,speech_emotion/data/training\Actor_25\25_01_01_01_lease_sad.wav,sad
510,speech_emotion/data/training\Actor_25\25_01_01_01_lid_sad.wav,sad
511,speech_emotion/data/training\Actor_25\25_01_01_01_life_sad.wav,sad
512,speech_emotion/data/training\Actor_25\25_01_01_01_limb_sad.wav,sad
513,speech_emotion/data/training\Actor_25\25_01_01_01_live_sad.wav,sad
514,speech_emotion/data/training\Actor_25\25_01_01_01_loaf_sad.wav,sad
515,speech_emotion/data/training\Actor_25\25_01_01_01_long_sad.wav,sad
516,speech_emotion/data/training\Actor_25\25_01_01_01_lore_sad.wav,sad
517,speech_emotion/data/training\Actor_25\25_01_01_01_lose_sad.wav,sad
518,speech_emotion/data/training\Actor_25\25_01_01_01_lot_sad.wav,sad
519,speech_emotion/data/training\Actor_25\25_01_01_01_love_sad.wav,sad
520,speech_emotion/data/training\Actor_25\25_01_01_01_luck_sad.wav,sad
521,speech_emotion/data/training\Actor_25\25_01_01_01_make_sad.wav,sad
522,speech_emotion/data/training\Actor_25\25_01_01_01_match_sad.wav,sad
523,speech_emotion/data/training\Actor_25\25_01_01_01_merge_sad.wav,sad
524,speech_emotion/data/training\Actor_25\25_01_01_01_mess_sad.wav,sad
525,speech_emotion/data/training\Actor_25\25_01_01_01_mop_sad.wav,sad
526,speech_emotion/data/training\Actor_25\25_01_01_01_mouse_sad.wav,sad
527,speech_emotion/data/training\Actor_25\25_01_01_01_nag_sad.wav,sad
528,speech_emotion/data/training\Actor_25\25_01_01_01_name_sad.wav,sad
529,speech_emotion/data/training\Actor_25\25_01_01_01_near_sad.wav,sad
530,speech_emotion/data/training\Actor_25\25_01_01_01_neat_sad.wav,sad
531,speech_emotion/data/training\Actor_25\25_01_01_01_nice_sad.wav,sad
532,speech_emotion/data/training\Actor_25\25_01_01_01_note_sad.wav,sad
533,speech_emotion/data/training\Actor_25\25_01_01_01_numb_sad.wav,sad
534,speech_emotion/data/training\Actor_25\25_01_01_01_pad_sad.wav,sad
535,speech_emotion/data/training\Actor_25\25_01_01_01_page_sad.wav,sad
536,speech_emotion/data/training\Actor_25\25_01_01_01_pain_sad.wav,sad
537,speech_emotion/data/training\Actor_25\25_01_01_01_pass_sad.wav,sad
538,speech_emotion/data/training\Actor_25\25_01_01_01_pearl_sad.wav,sad
539,speech_emotion/data/training\Actor_25\25_01_01_01_peg_sad.wav,sad
540,speech_emotion/data/training\Actor_25\25_01_01_01_perch_sad.wav,sad
541,speech_emotion/data/training\Actor_25\25_01_01_01_phone_sad.wav,sad
542,speech_emotion/data/training\Actor_25\25_01_01_01_pick_sad.wav,sad
543,speech_emotion/data/training\Actor_25\25_01_01_01_pike_sad.wav,sad
544,speech_emotion/data/training\Actor_25\25_01_01_01_pole_sad.wav,sad
545,speech_emotion/data/training\Actor_25\25_01_01_01_pool_sad.wav,sad
546,speech_emotion/data/training\Actor_25\25_01_01_01_puff_sad.wav,sad
547,speech_emotion/data/training\Actor_25\25_01_01_01_rag_sad.wav,sad
548,speech_emotion/data/training\Actor_25\25_01_01_01_raid_sad.wav,sad
549,speech_emotion/data/training\Actor_25\25_01_01_01_rain_sad.wav,sad
550,speech_emotion/data/training\Actor_25\25_01_01_01_raise_sad.wav,sad
551,speech_emotion/data/training\Actor_25\25_01_01_01_rat_sad.wav,sad
552,speech_emotion/data/training\Actor_25\25_01_01_01_reach_sad.wav,sad
553,speech_emotion/data/training\Actor_25\25_01_01_01_read_sad.wav,sad
554,speech_emotion/data/training\Actor_25\25_01_01_01_red_sad.wav,sad
555,speech_emotion/data/training\Actor_25\25_01_01_01_ring_sad.wav,sad
556,speech_emotion/data/training\Actor_25\25_01_01_01_ripe_sad.wav,sad
557,speech_emotion/data/training\Actor_25\25_01_01_01_road_sad.wav,sad
558,speech_emotion/data/training\Actor_25\25_01_01_01_room_sad.wav,sad
559,speech_emotion/data/training\Actor_25\25_01_01_01_rose_sad.wav,sad
560,speech_emotion/data/training\Actor_25\25_01_01_01_rot_sad.wav,sad
561,speech_emotion/data/training\Actor_25\25_01_01_01_rough_sad.wav,sad
562,speech_emotion/data/training\Actor_25\25_01_01_01_rush_sad.wav,sad
563,speech_emotion/data/training\Actor_25\25_01_01_01_said_sad.wav,sad
564,speech_emotion/data/training\Actor_25\25_01_01_01_sail_sad.wav,sad
565,speech_emotion/data/training\Actor_25\25_01_01_01_search_sad.wav,sad
566,speech_emotion/data/training\Actor_25\25_01_01_01_seize_sad.wav,sad
567,speech_emotion/data/training\Actor_25\25_01_01_01_sell_sad.wav,sad
568,speech_emotion/data/training\Actor_25\25_01_01_01_shack_sad.wav,sad
569,speech_emotion/data/training\Actor_25\25_01_01_01_shall_sad.wav,sad
570,speech_emotion/data/training\Actor_25\25_01_01_01_shawl_sad.wav,sad
571,speech_emotion/data/training\Actor_25\25_01_01_01_sheep_sad.wav,sad
572,speech_emotion/data/training\Actor_25\25_01_01_01_shirt_sad.wav,sad
573,speech_emotion/data/training\Actor_25\25_01_01_01_should_sad.wav,sad
574,speech_emotion/data/training\Actor_25\25_01_01_01_shout_sad.wav,sad
575,speech_emotion/data/training\Actor_25\25_01_01_01_size_sad.wav,sad
576,speech_emotion/data/training\Actor_25\25_01_01_01_soap_sad.wav,sad
577,speech_emotion/data/training\Actor_25\25_01_01_01_soup_sad.wav,sad
578,speech_emotion/data/training\Actor_25\25_01_01_01_sour_sad.wav,sad
579,speech_emotion/data/training\Actor_25\25_01_01_01_south_sad.wav,sad
580,speech_emotion/data/training\Actor_25\25_01_01_01_sub_sad.wav,sad
581,speech_emotion/data/training\Actor_25\25_01_01_01_such_sad.wav,sad
582,speech_emotion/data/training\Actor_25\25_01_01_01_sure_sad.wav,sad
583,speech_emotion/data/training\Actor_25\25_01_01_01_take_sad.wav,sad
584,speech_emotion/data/training\Actor_25\25_01_01_01_talk_sad.wav,sad
585,speech_emotion/data/training\Actor_25\25_01_01_01_tape_sad.wav,sad
586,speech_emotion/data/training\Actor_25\25_01_01_01_team_sad.wav,sad
587,speech_emotion/data/training\Actor_25\25_01_01_01_tell_sad.wav,sad
588,speech_emotion/data/training\Actor_25\25_01_01_01_thin_sad.wav,sad
589,speech_emotion/data/training\Actor_25\25_01_01_01_third_sad.wav,sad
590,speech_emotion/data/training\Actor_25\25_01_01_01_thought_sad.wav,sad
591,speech_emotion/data/training\Actor_25\25_01_01_01_thumb_sad.wav,sad
592,speech_emotion/data/training\Actor_25\25_01_01_01_time_sad.wav,sad
593,speech_emotion/data/training\Actor_25\25_01_01_01_tip_sad.wav,sad
594,speech_emotion/data/training\Actor_25\25_01_01_01_tire_sad.wav,sad
595,speech_emotion/data/training\Actor_25\25_01_01_01_ton_sad.wav,sad
596,speech_emotion/data/training\Actor_25\25_01_01_01_tool_sad.wav,sad
597,speech_emotion/data/training\Actor_25\25_01_01_01_tough_sad.wav,sad
598,speech_emotion/data/training\Actor_25\25_01_01_01_turn_sad.wav,sad
599,speech_emotion/data/training\Actor_25\25_01_01_01_vine_sad.wav,sad
600,speech_emotion/data/training\Actor_25\25_01_01_01_voice_sad.wav,sad
601,speech_emotion/data/training\Actor_25\25_01_01_01_void_sad.wav,sad
602,speech_emotion/data/training\Actor_25\25_01_01_01_vote_sad.wav,sad
603,speech_emotion/data/training\Actor_25\25_01_01_01_wag_sad.wav,sad
604,speech_emotion/data/training\Actor_25\25_01_01_01_walk_sad.wav,sad
605,speech_emotion/data/training\Actor_25\25_01_01_01_wash_sad.wav,sad
606,speech_emotion/data/training\Actor_25\25_01_01_01_week_sad.wav,sad
607,speech_emotion/data/training\Actor_25\25_01_01_01_wheat_sad.wav,sad
608,speech_emotion/data/training\Actor_25\25_01_01_01_when_sad.wav,sad
609,speech_emotion/data/training\Actor_25\25_01_01_01_which_sad.wav,sad
610,speech_emotion/data/training\Actor_25\25_01_01_01_whip_sad.wav,sad
611,speech_emotion/data/training\Actor_25\25_01_01_01_white_sad.wav,sad
612,speech_emotion/data/training\Actor_25\25_01_01_01_wife_sad.wav,sad
613,speech_emotion/data/training\Actor_25\25_01_01_01_wire_sad.wav,sad
614,speech_emotion/data/training\Actor_25\25_01_01_01_witch_sad.wav,sad
615,speech_emotion/data/training\Actor_25\25_01_01_01_yearn_sad.wav,sad
616,speech_emotion/data/training\Actor_25\25_01_01_01_yes_sad.wav,sad
617,speech_emotion/data/training\Actor_25\25_01_01_01_young_sad.wav,sad
618,speech_emotion/data/training\Actor_25\25_01_01_01_youth_sad.wav,sad
619,speech_emotion/data/training\Actor_26\26_01_01_01_back_sad.wav,sad
620,speech_emotion/data/training\Actor_26\26_01_01_01_bar_sad.wav,sad
621,speech_emotion/data/training\Actor_26\26_01_01_01_base_sad.wav,sad
622,speech_emotion/data/training\Actor_26\26_01_01_01_bath_sad.wav,sad
623,speech_emotion/data/training\Actor_26\26_01_01_01_bean_sad.wav,sad
624,speech_emotion/data/training\Actor_26\26_01_01_01_beg_sad.wav,sad
625,speech_emotion/data/training\Actor_26\26_01_01_01_bite_sad.wav,sad
626,speech_emotion/data/training\Actor_26\26_01_01_01_boat_sad.wav,sad
627,speech_emotion/data/training\Actor_26\26_01_01_01_bone_sad.wav,sad
628,speech_emotion/data/training\Actor_26\26_01_01_01_book_sad.wav,sad
629,speech_emotion/data/training\Actor_26\26_01_01_01_bought_sad.wav,sad
630,speech_emotion/data/training\Actor_26\26_01_01_01_burn_sad.wav,sad
631,speech_emotion/data/training\Actor_26\26_01_01_01_cab_sad.wav,sad
632,speech_emotion/data/training\Actor_26\26_01_01_01_calm_sad.wav,sad
633,speech_emotion/data/training\Actor_26\26_01_01_01_came_sad.wav,sad
634,speech_emotion/data/training\Actor_26\26_01_01_01_cause_sad.wav,sad
635,speech_emotion/data/training\Actor_26\26_01_01_01_chain_sad.wav,sad
636,speech_emotion/data/training\Actor_26\26_01_01_01_chair_sad.wav,sad
637,speech_emotion/data/training\Actor_26\26_01_01_01_chalk_sad.wav,sad
638,speech_emotion/data/training\Actor_26\26_01_01_01_chat_sad.wav,sad
639,speech_emotion/data/training\Actor_26\26_01_01_01_check_sad.wav,sad
640,speech_emotion/data/training\Actor_26\26_01_01_01_cheek_sad.wav,sad
641,speech_emotion/data/training\Actor_26\26_01_01_01_chief_sad.wav,sad
642,speech_emotion/data/training\Actor_26\26_01_01_01_choice_sad.wav,sad
643,speech_emotion/data/training\Actor_26\26_01_01_01_cool_sad.wav,sad
644,speech_emotion/data/training\Actor_26\26_01_01_01_dab_sad.wav,sad
645,speech_emotion/data/training\Actor_26\26_01_01_01_date_sad.wav,sad
646,speech_emotion/data/training\Actor_26\26_01_01_01_dead_sad.wav,sad
647,speech_emotion/data/training\Actor_26\26_01_01_01_death_sad.wav,sad
648,speech_emotion/data/training\Actor_26\26_01_01_01_deep_sad.wav,sad
649,speech_emotion/data/training\Actor_26\26_01_01_01_dime_sad.wav,sad
650,speech_emotion/data/training\Actor_26\26_01_01_01_dip_sad.wav,sad
651,speech_emotion/data/training\Actor_26\26_01_01_01_ditch_sad.wav,sad
652,speech_emotion/data/training\Actor_26\26_01_01_01_dodge_sad.wav,sad
653,speech_emotion/data/training\Actor_26\26_01_01_01_dog_sad.wav,sad
654,speech_emotion/data/training\Actor_26\26_01_01_01_doll_sad.wav,sad
655,speech_emotion/data/training\Actor_26\26_01_01_01_door_sad.wav,sad
656,speech_emotion/data/training\Actor_26\26_01_01_01_fail_sad.wav,sad
657,speech_emotion/data/training\Actor_26\26_01_01_01_fall_sad.wav,sad
658,speech_emotion/data/training\Actor_26\26_01_01_01_far_sad.wav,sad
659,speech_emotion/data/training\Actor_26\26_01_01_01_fat_sad.wav,sad
660,speech_emotion/data/training\Actor_26\26_01_01_01_fit_sad.wav,sad
661,speech_emotion/data/training\Actor_26\26_01_01_01_five_sad.wav,sad
662,speech_emotion/data/training\Actor_26\26_01_01_01_food_sad.wav,sad
663,speech_emotion/data/training\Actor_26\26_01_01_01_gap_sad.wav,sad
664,speech_emotion/data/training\Actor_26\26_01_01_01_gas_sad.wav,sad
665,speech_emotion/data/training\Actor_26\26_01_01_01_gaze_sad.wav,sad
666,speech_emotion/data/training\Actor_26\26_01_01_01_germ_sad.wav,sad
667,speech_emotion/data/training\Actor_26\26_01_01_01_get_sad.wav,sad
668,speech_emotion/data/training\Actor_26\26_01_01_01_gin_sad.wav,sad
669,speech_emotion/data/training\Actor_26\26_01_01_01_goal_sad.wav,sad
670,speech_emotion/data/training\Actor_26\26_01_01_01_good_sad.wav,sad
671,speech_emotion/data/training\Actor_26\26_01_01_01_goose_sad.wav,sad
672,speech_emotion/data/training\Actor_26\26_01_01_01_gun_sad.wav,sad
673,speech_emotion/data/training\Actor_26\26_01_01_01_half_sad.wav,sad
